Species Name,Eco-regions,Source,Scientific Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Canonical Name,Authorship,Status,Rank,Match Type,Basionym,Common Names
Albizia procera,"north deccan dry deciduous forests, south western ghats moist deciduous forests, mizorama manipura kachin rainforests, lower gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Albizia procera (Roxb.) Benth.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,Albizia procera,Albizia procera,,ACCEPTED,SPECIES,EXACT,,"Chalavaka, Jalavaka, Koroi, Tella Chinduga, Tall Albizia, Kinhai, Kottavaga, White siris tree, Vellavaka, Safed Siris, Sarapatri Sirsi, Belari, Acacia Blanca, Tantari-asing, White Siris"
Aphanamixis polystachya,"orissa semi evergreen forests, lower gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Aphanamixis polystachya (Wall.) R.Parker,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Aphanamixis,Aphanamixis polystachya,Aphanamixis polystachya,,ACCEPTED,SPECIES,EXACT,,"Lohita, Roheethaka, Pithraj Tree, Dieng Rata, Sahala, हरिनहर्रा Harin-hara, Malampuluvan, Mukhyamuttage, Melampuluvam, Omrai, Soorai lachuvaram, Chemmaram, Mulluhitthalu, Mullumuttaga, Ksharayogya, Boga-amari, Vangul, Harinkhana, হৈৰাঙখোঈ Heirangkhoi, Hakhori-bakhori, Agan, Semmaram, Rohituka tree, Anavallabha, Lakshmi, Lakshmivana, Raktharohida 'रक्‍तरोहिडा', Karakil, Tiktaraj, Chevamanu, Sem, Rohitaka, Hakhori Bakhori"
Artocarpus chama,lower gangetic plains moist deciduous forests,ERA dataset,Artocarpus chama Buch.-Ham. ex Wall.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus chama,Artocarpus chama,,ACCEPTED,SPECIES,EXACT,,"Dieng-soh-ram, Sam, Phong, Chirum, Cham kathal, Chaplash, Chapalish, Dieng-laram"
Bombax ceiba,"south western ghats moist deciduous forests, mizorama manipura kachin rainforests, south western ghats montane rainforests, malabar coast moist forests, north western ghats moist deciduous forests, narmada valley dry deciduous forests, lower gangetic plains moist deciduous forests, khathiar gir dry deciduous forests","ERA dataset, A Trees dataset",Bombax ceiba L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Bombax,Bombax ceiba,Bombax ceiba,,ACCEPTED,SPECIES,EXACT,,"Kandilavu, Shimal, सेमुर Semur, Booraga, Simolu, Savar, सेमल Semal, Phunchawng, Sauri, Burla, Burga, മുളളിലവ് Mulalilav, Kate-saveri, सौर Saura, Ilavu Maram, सांवरी Saanvari, Silk Cotton., Poola., Pichila, Singhi, Similikonta, Indian Cottonwood, સફેદ શીમળો Safed Shimalo, Elavu, Pulamaram, Kemphuburuga, Simul, Pula, Kattu panju, ഇലവ് Ilav, Red Silk-cotton Tree, Poorani, Simla, शल्मली Shalmali, Tera, బూరుగ Buruga, कांटीसेंबल Kaantisenbal, शाल्मली Shaalmali, Simalu (Ass.), Poola Maram, Booragada Mara, പൂള Puula, Indian Kapok, शेंबल Shembal, सिमुल Simul, இலவு Ilavu, Ellavu, Moul Elavou, Katseori, Kapok tree, Himila, सिमल Simal, Malai Elavam., Silk Cotton Tree, Simal, Indian bombax, रक्त सेंबल Rakta Senbal, Mocha, Poola, Red silk cotton tree, Panjimaram, Red Cotton Tree, Malabar Semul, Proparte., सेमुल Semul, Illavu, முள்ளிலவு Mullilavu, Purani, ಕೆಮ್ಪುಬೂರುಗ Kempuburuga, Elava Maram, सांवर Saanvar, Simal Tree, Pang, Mull Ilavu, பூலா Puulaa, Ilavu, Himolu, Pulai, Roktosimul, शिंबल Shimbal, सेमर कंद Semar Kanda, Tula-goch, Pharkong, Mullilavu, Unnamurikku"
Casearia graveolens,lower gangetic plains moist deciduous forests,ERA dataset,Casearia graveolens Dalzell,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Casearia,Casearia graveolens,Casearia graveolens,,ACCEPTED,SPECIES,EXACT,,"Pimpari, Chilaka-dududi, Veska, Safed-karai, Cherukannan, Konje, Chilhaka, Anavananni, Cherukunnan, Vaasanga, Hanise, Killangi, Chirakonna, Jamurdhi, Phempri, Anavinga, Sano Dedri, Katiccai, Bhokoda, Vasanga, Chilla, Mori, Haniche, Safed Karai, Pandhri Karai, Beniman, Jamurdo, Kokra, Annavananni, Sone Dedri, Bokara, Rivit, Girivudi"
Celtis tetrandra,"orissa semi evergreen forests, lower gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Celtis tetrandra Roxb.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis tetrandra,Celtis tetrandra,,ACCEPTED,SPECIES,EXACT,,"Kuyyamaram, Aduva, Karukkuyyan, Nilgiri Elm, Hukotia, Nuni-bhola, Poochakkurrumaram, Kallai, Kona, Kuriyaa, Mirihukuta, Poochakkurumaram, Ada, Kadalai, Oma, Kuviya, Mirisokota, Eastern Nettle Tree, Murungan"
Cephalanthus tetrandra,lower gangetic plains moist deciduous forests,ERA dataset,Cephalanthus tetrandrus (Roxb.) Ridsdale & Bakh.f.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus,Cephalanthus tetrandrus,Cephalanthus tetrandrus,,ACCEPTED,SPECIES,FUZZY,,"Pani-kadam, Common buttonbush"
Dillenia indica,lower gangetic plains moist deciduous forests,ERA dataset,Dillenia indica L.,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,Dillenia indica,Dillenia indica,,ACCEPTED,SPECIES,EXACT,,"ठूलो तातरी Thulo Tatri, Karambel, Elephant apple, Mota karmal, Pedakalinga, पांच फल Paanca Phal, Karmabel, Panca Kule, Elephent apple (Eng.), Elephant Apple, Sampa, Ma-tad, Outenga, Pumplung, Dong-phang-thai, Thaigir, E, Uvaa, Bharija, Punna, Sompa, Kaadu kanigala, Karmal, Akku, Oitenga(Ass.), Syalita, Betta Kanigala, Uvaa thekku, Girnar, Panchkol, Mota-Karmal, Girnar Or Hondapara Tree, Aitrang, Dieng-soh-karbam, Ugaa kai, Bettadakanigala, Uva, Vazchpunna, Large-flowered Delinia, Avartaki, Ugakkay, Ou-tenga, Kattaral, Bhavyam, Indian Catmon, Chalita, चलता Chalta, Pascol-solta, Chalta, Assam, Hondapara Tree, Dillenia, राम फल Ram Phal, Pinnay"
Duabanga grandiflora,lower gangetic plains moist deciduous forests,ERA dataset,Duabanga grandiflora (Roxb. ex DC.) Walp.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Duabanga,Duabanga grandiflora,Duabanga grandiflora,,ACCEPTED,SPECIES,EXACT,,"Khokan, Bondorphulla, Duabanga, থোৰা Thora, Hokol, लाम्पाते Lampate, Duyabangga, Bonda-kenda, খূকৰ Khukan"
Dysoxylum gotadhora,lower gangetic plains moist deciduous forests,ERA dataset,Dysoxylum gotadhora (Buch.-Ham.) Mabb.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Dysoxylum,Dysoxylum gotadhora,Dysoxylum gotadhora,,ACCEPTED,SPECIES,EXACT,,"Bandor-dima, Gendheli-poma"
Elaeocarpus floribundus,lower gangetic plains moist deciduous forests,ERA dataset,Elaeocarpus floribundus Blume,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Elaeocarpus floribundus,Elaeocarpus floribundus,,ACCEPTED,SPECIES,EXACT,,"Belphoi, Jolphai, Indian Olive, Jalphai, Koving, Theng koreng, Jalpai"
Elaeocarpus varunua,lower gangetic plains moist deciduous forests,ERA dataset,Elaeocarpus varunua Buch.-Ham.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Elaeocarpus varunua,Elaeocarpus varunua,,ACCEPTED,SPECIES,EXACT,,"Nigonibuwal, Nigunbuwal"
Grewia asiatica,lower gangetic plains moist deciduous forests,ERA dataset,Grewia asiatica L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,Grewia asiatica,Grewia asiatica,,ACCEPTED,SPECIES,EXACT,,"Mriduphal म्रदुफल (Sanskrit), Pharosakoli (Oriya), Pharaho (Sindhi), Unnu (Tamil), Phalsa, Phulsha (Kannada), Marathi), Shukri (Gujarati), Phutiki (Telugu), Chadicha (Malayalam), Urdu, Phalsa फालसा (Hindi, Phalsi (Konkani)"
Lagerstroemia hypoleuca,lower gangetic plains moist deciduous forests,ERA dataset,Lagerstroemia hypoleuca Kurz,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia hypoleuca,Lagerstroemia hypoleuca,,ACCEPTED,SPECIES,EXACT,,No common names found
Litsea glutinosa,"lower gangetic plains moist deciduous forests, na","ERA dataset, A Trees dataset",Litsea glutinosa (Lour.) C.B.Rob.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Litsea,Litsea glutinosa,Litsea glutinosa,,ACCEPTED,SPECIES,EXACT,,"Maidlakdi, Elumburukki, Heluk, Uralli, Musaippeyetti, Indian Laurel, Baghnola"
Litsea salicifolia,lower gangetic plains moist deciduous forests,ERA dataset,Litsea salicifolia (Nees) Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Litsea,Litsea salicifolia,Litsea salicifolia,,ACCEPTED,SPECIES,EXACT,,"Dighloti, Dighal-loti"
Macaranga peltata,"malabar coast moist forests, north western ghats moist deciduous forests, north western ghats montane rainforests, lower gangetic plains moist deciduous forests, orissa semi evergreen forests","ERA dataset, A Trees dataset",Macaranga peltata (Roxb.) Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,Macaranga peltata,Macaranga peltata,,ACCEPTED,SPECIES,EXACT,,"బొద్ది Boddi, வட்டிக்கண்ணி Vatti-k-kanni, Podini, Thodukanni, Narrow Woolly-stipuled Lotus Croton, വട്ട Vatta, चांदा Chanda, In Malayalam- Poriyani Or Vattayila, വട്ടക്കണ്ണി Vattakkanni, Roxburgh's Lotus-croton, Keanda, Uppila, चांदाडो Chandado, ಚಮ್ದಕಲ Chamdakala, Vattathamarei, चांदवा Chandava, चांदिवडो Chamdivado, ഉപ്പില Upila, Vattakanni, തൊടുകണ്ണി Thotukanni, Macaranga, ಉಪ್ಪ್ಲಿಗೆ Upplige, Vatta, चांदोले Chandole, Vattikanni, Chandada, Chandiva, Vattakanni., ಬಟ್ಲ ಚಮ್ದ್ರಿಕೆ Batla Chamdrike, Uplige, Uppothy"
Machilus glaucescens,lower gangetic plains moist deciduous forests,ERA dataset,Machilus glaucescens (Nees) Wight,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Machilus,Machilus glaucescens,Machilus glaucescens,,ACCEPTED,SPECIES,EXACT,,Bandoisam
Magnolia pterocarpa,lower gangetic plains moist deciduous forests,ERA dataset,Magnolia pterocarpa Roxb.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia pterocarpa,Magnolia pterocarpa,,ACCEPTED,SPECIES,EXACT,,"Lairouthou-buphang, Dieng-soh-bar-synrang, Thouthuwa, Chapite-jamna, Doloisopa, Dieng-soh-dkhar, Doloi-champa, Barampthuri-sopa, Dieng-long-krop, Thang-ksem, Pansopa, Wild Magnolia, Sopa (Ass.), Phapitemhaija, Utham-ban, Borhomthuri, Thouthua"
Pterospermum acerifolium,lower gangetic plains moist deciduous forests,ERA dataset,Pterospermum acerifolium (L.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pterospermum,Pterospermum acerifolium,Pterospermum acerifolium,,ACCEPTED,SPECIES,EXACT,,"Moragos, Hati-polia, Mushukundo, कर्णिकार Karnikar, Dinnerplate tree, মুচুকুন্দ Mucukunda, Torch Tree, Bayur Tree, வெண்ணங்கு Vennangu, पद्म पुष्प Padma Pushp, मुचुकुन्द Muchukunda, Kanak-champa, Kanak Champa, कनक चम्पा Kanak Champa, Maple-leaved Lancewood, Matsakanda, मुचकुन्द Muchkund, Maple-leaved Bayur Tree, ചെറുകൊന്ന Cerukonna, Hathipaila, Dinnerplate Tree, Karnikar, മലഞുടലി Malanjutali, परिव्याध Parivyadh, श्रीपाद Shripad (For P. Diversifolium)"
Schima wallichii,"lower gangetic plains moist deciduous forests, himalayan subtropical broadleaved forests, na","ERA dataset, A Trees dataset",Schima wallichii (DC.) Korth.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Schima,Schima wallichii,Schima wallichii,,ACCEPTED,SPECIES,EXACT,,"Makusal, Noga-bhe, Noga-bhar, चिलौनी Chilauni, Chilauni, চিলৌনী Chilauni, Dieng-ngan, উসোঈ Usoi, Makrisal, Gogra, Needle wood, Kanak, Pani-bokul-jirkiri, Schima, Makria, Khiang, Dieng-an, Needlewood Tree"
Spondias pinnata,"north deccan dry deciduous forests, south western ghats moist deciduous forests, lower gangetic plains moist deciduous forests, north western ghats moist deciduous forests","ERA dataset, A Trees dataset",Spondias pinnata (L.fil.) Kurz,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Spondias,Spondias pinnata,Spondias pinnata,,ACCEPTED,SPECIES,EXACT,,"Hog Plum, అధ్వము Adhvamu, Muthiga, खटांबा Khatamba, Chiming, Kadambatte, Hog plum, Kaattu maamaram, Amategayi Gida, अमरा Amra, अमडा Amada, கிஞ்சம் Kincam, അമ്പഴം Ampazham, Ambatte Mara, Amara, Indian Mombin, Amte, আমড়া Aamada, Gooddamate, Puli ilai, अम्बाड़ी Ambari, Mampuli, Poondi, Amora, ढोलआंबा Dholamba, Wild mango, আমৰা Aamrata, Marimaa, అడవిమామిడి Adavimamidi, पीतन Pitan, Pithanam, Tawitaw, आंबाडो Ambado, Hog -plum, आंबाडे Ambade, Kashmal, मेटुला Metula, पशु हरितकी Pashu-haritaki, Eikhoi, Omora, अमारो Amaro, Dorge, আম্রাতক Aamraataka, Andaman Mombin, Indian Hog Plum, अंबाडा Ambada, Amra-tenga, अम्बाड़ा Ambara, புளிமா Pulima, Marahunsie, रानआंबा Ranamba, Kodalimavu, Ambaada, আম্রাত Aamraata, Ambazham, અંબાડાં Ambaada, आम्रात Aamraata, అంబాళము Ambalamu, पीतनः Pitan, Dieng-sohpier, Kattambazham, Goddada Kayi, Vrykshamla, Mambulichi, भृङ्गी फल Bhringi-phal, Wild Mango, अम्रातकः Amraatakah"
Syzygium formosum,lower gangetic plains moist deciduous forests,ERA dataset,Syzygium formosum (Wall.) Masam.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium formosum,Syzygium formosum,,ACCEPTED,SPECIES,EXACT,,"Labung garai, Bhukna-chepa, Mirte phong, Bhukua Chepa, Kurak"
Terminalia chebula,"north deccan dry deciduous forests, central deccan plateau dry deciduous forests, lower gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Terminalia chebula Retz.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia chebula,Terminalia chebula,,ACCEPTED,SPECIES,EXACT,,"Haejarad, Kadukka, Kadukaai, Chebulic Myrobalan, Kadukkai, Yellow Myrobalan, Chebulic myrobalan, Black Myrobalan, Black myrobalan, હરડે Harde, ओरडो Ordo, കടുക്ക Katukka, Karedha, हरडओ Harado, हर्रो Harro, Aralae, ಅಳಲೆ Alale, हरीतक Haritak, শিলিখা Shilikha, हिरडा Hirda, Kadukkaai, Hilikha, Putanam, Chebulic Myrobalam, Gallnut, হরীতকী Haritaki, Shilikha, Har, Arale, Ink Nut, Hilika, हर्रा Harra, હરડી Hardi, Pulicakku, Silikha, Rol, Harara, Indian Gall-nut, মনাহী Manahi, Silimkung, Chebulic Myrombalam, Anile, கடுக்காய் Katu-k-kay, हरीतकी Haritaki, Harra, కరక Karaka, هليله Halela, हरडी Hardi"
Terminalia myriocarpa,"brahmaputra valley semi evergreen forests, lower gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Terminalia myriocarpa Van Heurck & Müll.Arg.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia myriocarpa,Terminalia myriocarpa,,ACCEPTED,SPECIES,EXACT,,Holock
Tetrameles nudiflora,"south western ghats moist deciduous forests, malabar coast moist forests, lower gangetic plains moist deciduous forests, north western ghats moist deciduous forests","ERA dataset, A Trees dataset",Tetrameles nudiflora R.Br.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Tetramelaceae,Tetrameles,Tetrameles nudiflora,Tetrameles nudiflora,,ACCEPTED,SPECIES,EXACT,,"Cheenimaram, Bhendsa, Cheeni, Chinni, Bhend, Bhelu, Dubong, Perumaram, Vella-cheeni, Chini, Bhelew, Piyei, Vellapasa, False Hemp Tree, Pontham-cheeni"
Actinodaphne malabaricum,"south western ghats moist deciduous forests, malabar coast moist forests",ERA dataset,Actinodaphne malabarica N.P.Balakr.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Actinodaphne,Actinodaphne wightiana,Actinodaphne malabarica,,SYNONYM,SPECIES,FUZZY,,No common names found
Anacolosa densiflora,malabar coast moist forests,ERA dataset,Anacolosa densiflora Bedd.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Aptandraceae,Anacolosa,Anacolosa densiflora,Anacolosa densiflora,,ACCEPTED,SPECIES,EXACT,,"Malli vaeppam, Kalmanikkam, Malamkara, Kaattu Okkaali, Kaiadi, Kadal azhinji"
Antidesma acidum,"south western ghats moist deciduous forests, malabar coast moist forests",ERA dataset,Antidesma acidum Retz.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Antidesma,Antidesma acidum,Antidesma acidum,,ACCEPTED,SPECIES,EXACT,,"Sannagooje, Arippazhachedi, Nekhon-tenga, Dhakki, Kundui, Asaripuli, Lapha saikho, Nuniari, Pella-gumudu, Ing-sun-arong, Mathagach, Mutta, Manmuri, Sabheli-bhaja, Amli, Archal, Aamari, Areepazham, Soru-heloch, Lapa Saiko, Bilikoomme, Abu-tenga, Ghondurili, Aburok, Nekham-tenga, Karrihulipa, Nekhon tenga, Asari puli, Dieng-japue, Ing-sum -arong, Nuniari., Amtua-sag, Abutenga, Keathekkayyaa, Sirupulli, Matha-arak, Amtu, Chouding, Kantjer, Rohitaka, Saru heloch, Khatua"
Aporosa lindleyana,"south western ghats moist deciduous forests, malabar coast moist forests",ERA dataset,Aporosa lindleyana (Wight) Baill.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Aporosa,Aporosa cardiosperma,Aporosa lindleyana,,SYNONYM,SPECIES,EXACT,,"Vetti. Vittil., Sulla., Kotili, Sarali, Aechil, Salle Mara, Ponvetti, Vetti, Vettikan, Vettil, Vitti., Sali, Vittil, Kodali"
Bauhinia malabarica,"malabar coast moist forests, north western ghats moist deciduous forests",ERA dataset,Bauhinia malabarica Roxb.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Piliostigma,Piliostigma malabaricum,Bauhinia malabarica,,SYNONYM,SPECIES,EXACT,,"Beolphiu, यमलपत्रः Yamalapatrah, Gumbati, Karmai, Malabar bauhinia, टाँकी Tanki, Kotora, Arampuli, Hanthar, Kotra, कोरळ Koral, Mountain ebony, अम्ली Amli, Khormang, अम्लपत्रः Amlapatrah, कोरट Korat, Vellamandara, Bakbakhol, अश्मयुक्त Ashmayukta, புளியாத்தி Puli-y-atti, పులి చింత Puli Chinta, अश्मन्तक Ashmantaka, Migong Thak, மலையாத்தி Malai-y-atti, Tenga kotra, Malabar Bauhinia, ಬಸವನಪಾದ Basavanapaada, ആരമ്പുളി Aarampuli"
Bridelia airy-shawii,"south western ghats moist deciduous forests, malabar coast moist forests",ERA dataset,Bridelia airy-shawii P.T.Li,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Bridelia,Bridelia retusa,Bridelia airy-shawii,,SYNONYM,SPECIES,EXACT,,No common names found
Careya arborea,"north deccan dry deciduous forests, malabar coast moist forests, orissa semi evergreen forests, north western ghats moist deciduous forests",ERA dataset,Careya arborea Roxb.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Careya,Careya arborea,Careya arborea,,ACCEPTED,SPECIES,EXACT,,"কাংবের Kamber, Alasoo, Ayma, Wild guava, Aalam, Tummy Wood, कुम्भः Kumbha, Kum Kumari, പേഴ് Peezh, ஆவிமா Avima, Kumrega, பேழைமரம் Pelaimaram, कूम्भी Kumbhi, पीलू Pilu, Kumari, Wild Guava, ಕವಳ Kaval, కుమ్భూ Kumbhi, Koring, કુંભી Kumbhi, Patana oak, કુંભ Kumbh, कोंब्यो Kombyo, कटभि Katabhi, कुंभी Kumbhi, Slow match tree, Khum, கும்பி Kumpi, Kumbhi, Kumbi, Pezhu, Peru, கம்பி Kampi, Panibhela, ગંગેઠિ Gangethi, Slow Match Tree, Patana Oak, Pani-bhela, Kalthekku"
Casearia ovata,"south western ghats moist deciduous forests, malabar coast moist forests",ERA dataset,Casearia Jacq.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Casearia,,Casearia,,ACCEPTED,GENUS,HIGHERRANK,,"Hillange, Kolai Aili, Gutti, Pannimurangam, Vella - Kunnan, Malampavatta, Pannimurunga, Kottargovai, Kakkai-palai, Vellakunnan, Anavananki"
